Pressure Sensor,Temperature Sensor,Flow Sensor,Vibration Sensor,Gas Sensor,Position Sensor,Tension Sensor,Acoustic Sensor,Humidity Sensor,Optical Sensor,Magnetic Sensor,Seismic Sensor,Chemical Sensor,Rate of Penetration Sensor,Weight on Bit Sensor,RPM Sensor,Leak Detection Sensor,Corrosion Sensor,Location,hour,minute,second,day_of_week,day_of_year
-1.1434353359340834,0.4555024129483733,-0.38667832607756464,0.7345371914592461,-1.568900985676633,-0.16918424464567952,-0.19579160825165745,0.6676286935015572,-1.470444385017887,-0.5664044353281154,0.1956520099039747,-0.05874143457111008,-1.6230828961613475,0.9606095144646263,0.0006458483315623204,-1.723276208304558,0.4554640459246844,-0.9500263120657177,-1.6221493617288678,0,0,0,3,1
-1.3231068940214366,0.4724789432557274,1.2319456280002974,-1.6620857370860438,-1.618421342677773,0.4134679808143159,-1.6162268471485406,1.0797926813811152,0.1726328509285672,-1.0163868649648642,-1.1044262381244623,0.9937230850091204,-0.27082928830087466,0.04832655952741803,-0.8071664803274878,1.1193708090295051,0.1682820583664552,-0.5011313633603804,0.7376687220167443,0,0,0,3,1
1.6092527956231804,-1.5293708681600044,0.8716338406912529,-0.5247403921512137,-0.30526048495131136,-0.056075841478066914,0.6541577295034255,-1.2054096102472016,-0.16391187790638267,0.40640401676288923,0.11892838833651417,0.3573895122151425,-1.3190817537218358,1.1839571009601237,1.165007104509545,-0.8855618947406682,-0.03550200084861907,0.5300762277831502,1.5705456927504897,0,0,0,3,1
0.16063310718903956,0.18258709805408177,-0.4444610261791206,-0.6464659660155289,-1.535572646696617,-1.2775926749376443,1.4434880835277741,0.9487363163235741,0.3870555718700782,0.9650608360659716,1.6294686808481689,-1.0851977699771997,0.8205761737566244,-1.0986151472299521,-0.3689420146367069,1.4175931177662615,1.400756882249403,1.4164005421386576,1.5011392785226776,0,0,0,3,1
0.12123858914128982,-0.47308575634390965,-0.7653848292999783,0.32182756326393636,0.2657476977297404,0.20017289722114745,-0.33051742101157505,1.4720801694000631,-0.27306058467799726,-1.4414198425914169,1.4732058919676532,-0.5511630549348421,-0.1023533717198845,-1.3751374107756067,-0.5136885523550209,-0.6519802088998279,-1.364285729429102,-1.6907724658116774,0.1824174081942473,0,0,0,3,1
1.5188428139269465,-0.31040943756823586,-0.7165551508116319,0.0987673435850155,0.9341787812917505,-0.3978948856978884,0.6071167875674774,-0.13879052956395063,-0.5177889370400895,-0.15231074367352054,-0.016217807452040333,-1.700724795431865,-0.8870692458605156,0.12487299728693611,0.9470190060214362,0.22273831718879994,-0.6691866781338491,1.2041135346626812,0.32123023664987155,0,0,0,3,1
-1.6261502165313626,0.23233695502209595,-0.9064753593017001,0.9309376504785798,-1.3881086335179555,0.3690218763602683,1.208318064808163,1.5297868192718878,0.6796294587694582,1.3971394555049723,-0.6289509503371266,1.4878785843177955,0.9940843087952305,1.5161986180388336,-1.1508375927140577,-1.1732384559637823,-0.9476450330202004,0.21633618236448182,-0.511646734083874,0,0,0,3,1
-0.3352552089123069,-0.26288150105179175,-0.16862029599189593,0.3378785302760388,-1.0573804163729323,-0.9449305296207257,1.0542555108719194,1.0667091151578618,-0.41189220441634566,-1.2614894471607097,-1.0167923767928215,0.35565563327019994,1.3516475572836086,0.3127010846581399,1.3557163969428316,1.2498927309994137,-0.968232806125833,0.6634939215160061,0.59885589356112,0,0,0,3,1
0.26394031027153736,-1.309686418941187,1.5506505743336891,-1.4047191587288952,-0.6776664843312398,-0.4416766094744385,-0.4649448915143769,0.9089602658006785,-0.14557627898753772,1.414405913236133,-0.5166810637315306,-1.386892706397233,0.7489532288598777,-1.5458854642205064,-0.18450645827056664,-0.3673286671221339,0.2080618233502196,-0.8972151416297958,1.4317328642948655,0,0,0,3,1
-1.1977211261569893,0.4492916162575558,0.8154419995204678,-0.9350389308811863,-0.740747309254874,-1.2607809551853117,-1.4705872583318018,-0.3789248363431548,0.6333407203667896,-0.611401519469124,-0.6842060355944262,1.4289267001897432,0.26644620017385445,0.18127196645583435,0.7208231783496551,-0.7527328726868101,1.4182041475931595,1.2044609765734444,-1.6221493617288678,0,0,0,3,1
