Pressure Sensor,Temperature Sensor,Flow Sensor,Vibration Sensor,Gas Sensor,Position Sensor,Tension Sensor,Acoustic Sensor,Humidity Sensor,Optical Sensor,Magnetic Sensor,Seismic Sensor,Chemical Sensor,Rate of Penetration Sensor,Weight on Bit Sensor,RPM Sensor,Leak Detection Sensor,Corrosion Sensor,Timestamp,Location
1.5575158338329824,0.5369281396980959,0.6443231154048411,0.731733444512986,0.43315952512254646,0.6755562550068216,-1.6109905230397736,0.7680473081487582,-0.9911431609076866,0.37619592967780313,-0.05536399537107184,-0.8353985892744654,-1.2209626537197815,0.9264599709277006,-1.589946287404278,-1.5299624317209204,-0.20194495476294352,0.0163585109551942,2023-02-21 09:57:45.737152,Site-11
0.31040476985247173,0.7955192837470891,1.1349741239849134,1.3668583748520025,0.29839091112283106,-1.0304953678295816,-0.3247658293986031,0.7918481988279459,-1.6124245256822938,1.2980599196431555,0.7514574937198696,-0.06922648219376142,0.24728511552222018,0.7738106729937274,1.3715297570828318,0.9618804058497366,0.1623316783440778,-0.8978164004332804,2002-01-29 09:57:45.737152,Site-43
-1.6208923159743807,0.7069309967916995,1.0958327901962788,-0.17127572622884663,0.4238860266275615,0.6119352833718334,0.8240638530304946,-1.6481682277832628,1.303728018146335,-1.587205679749101,1.5243406981439325,0.7884031061375673,-1.127352430248604,-0.00977868620379553,1.5297675881084658,0.5280628978452314,0.8281387302430353,0.37691710842008536,2002-05-18 09:57:45.737152,Site-31
1.197672427484933,1.4238441088083265,1.1450529848022508,0.019461153359811266,-1.2525541158198268,0.47931975306674274,0.36421398405806293,-0.9146863724323132,0.8853133345203282,-0.2157728667702873,-0.1886679794749959,-1.0269416160446416,1.382799857186943,-1.179571460520728,-0.5390978579478142,1.3637601738077658,-1.1922893707027022,-0.6322325293121104,2014-06-21 09:57:45.737152,Site-1
0.015667127573346533,1.5982903481773743,-0.9904199493810887,0.06848616963476196,-0.9629502693898524,-0.6155222642248548,0.7456432740523938,0.15494333060090326,-0.3193777316039985,0.12784345779047412,-0.6655533609281412,-0.852654717812319,0.8732819594560391,-0.35845927231339314,0.026906291147422656,-0.16180336223105327,1.7187863834377142,-1.09812673235822,2016-01-24 09:57:45.737152,Site-42
1.679041292401872,0.4822950942829348,-0.04481903591906936,0.13985779220614872,0.9271853400561857,1.2520913773660423,0.40559494190035056,1.121230887721396,-1.3999779333124756,1.0566256650886847,1.682486107107118,-0.24006215471851297,1.496213567963465,-1.212168446017045,-0.9237087189621562,0.0033813426820594175,1.0515849712206435,-1.161328095706951,2014-01-18 09:57:45.737152,Site-27
-0.8056054987693577,0.4544172190103067,1.3046346614869695,-1.6415449029571345,-0.38798297804403453,1.646949449288523,-1.1165067418070909,0.09477611876708274,0.02170846000613285,0.3217264985437789,-0.7491744953135423,0.8470739431662698,0.9479152759615727,-0.9441507078985989,0.489929618880708,-0.5362723259879456,1.2987353376061728,-1.1789415904106957,2021-12-23 09:57:45.737152,Site-31
-0.5414787080625125,-0.7109085386989416,-0.32488880307676476,-0.06827506089942714,1.1414415785203775,0.3403536199019716,-0.1575898014166379,1.3425907017808694,-0.2753721681885473,-0.03595686792712446,0.020209916876822134,-0.49027601851739155,-0.9421984341555028,1.6098213773717012,1.1478586459608968,0.5613573342612586,-1.2654932874036346,0.6542433093437517,2019-07-23 09:57:45.737152,Site-15
-0.6435464896338122,-1.3451361430148696,-0.5716714552615777,1.6741637127233304,0.7246244004925628,0.5563894691371021,-0.6488260415108339,1.702430804803691,1.0243034774413418,-0.01369519630997031,1.324378504398611,1.0638423489590434,0.8399441442390476,1.1661353802300416,0.6353354488826766,-1.4209352939271718,-0.2414844189564523,-0.11535768581390544,2007-05-30 09:57:45.737152,Site-39
-0.6885705498683892,1.1525795408704322,1.1297452836251791,-0.7637998360917018,-1.7410379855909164,0.826958413142706,0.10765870822492414,1.1996747984017586,1.280448699683397,0.05304319695251494,0.3906914271110501,0.20110526675668491,-0.2909554655665713,0.4437696812040175,0.47461530906416705,0.8978563728948257,0.8956392747658909,1.7227953213709297,2003-04-15 09:57:45.737152,Site-43
